,Unnamed: 0,Unnamed: 0.1,name,epochs,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,act_layer,optimizer,activation,batch_size,num_layers,weight_decay,learning_rate,dropout,validation_split,layer_7,layer_8,layer_9,layer_10,lr,MSE,loss,_step,epoch,graph,MSE_diff,_runtime,val_loss,MSE_train,_timestamp,best_epoch,best_val_loss,RMSPE,num_nodes_total
1120,1120,1120,glorious-sweep-141,1000.0,552,105,179,189,491,424,relu,nadam,relu,306.0,8,0.0005,0.000918567,0.269396359,0.051769992,154.0,145.0,162.0,167.0,,0.002229275,0.001467231,176.0,175.0,"{'path': 'media/graph/graph_summary_773a6311.graph.json', 'size': 1408, '_type': 'graph-file', 'sha256': '773a6311087edcaf42d1bae1961d40426a55867b0de3737c2d361a1eda4f0e02'}",0.000967978,32.7229197,0.006283726999999999,0.001261297,1588113591.0,125.0,0.004232426,4.721519882410748,2568.0
1121,1121,1121,graceful-sweep-140,1000.0,462,283,508,147,245,261,relu,rmsprop,relu,462.0,2,0.0005,0.00098064,0.441498579,0.098604409,81.0,68.0,160.0,211.0,,0.003496896,0.004149246,122.0,121.0,"{'path': 'media/graph/graph_summary_5c3d0cda.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': '5c3d0cda619519dda4a76687789a6006b78d48eebf506b53163084aaccbfe5b5'}",-0.000457968,17.42310596,0.009215009,0.003954863,1588113539.0,71.0,0.009078989,5.913455842398758,2426.0
1122,1122,1122,quiet-sweep-137,1000.0,343,427,115,319,169,219,elu,adam,relu,831.0,3,0.0005,0.000982015,0.159855779,0.191264938,209.0,116.0,67.0,141.0,,0.004135766,0.003859885,357.0,356.0,"{'path': 'media/graph/graph_summary_b8c4bf34.graph.json', 'size': 713, '_type': 'graph-file', 'sha256': 'b8c4bf34f5ece85316f0f473558b76314ea36e206971a3b73458fe878b711b07'}",-0.000186742,30.2969327,0.006496246999999999,0.004322508,1588113369.0,306.0,0.004998478,6.430992147406184,2125.0
1123,1123,1123,vivid-sweep-131,1000.0,904,527,828,215,264,202,relu,rmsprop,relu,466.0,8,0.0005,0.000854112,0.003449474,0.08941667699999999,167.0,251.0,245.0,212.0,,0.003521248,0.001818362,130.0,129.0,"{'path': 'media/graph/graph_summary_4bc92afa.graph.json', 'size': 1410, '_type': 'graph-file', 'sha256': '4bc92afa46698610c50d815eaaee4413e730dafd8c6d3fb3fc8d07379fbf798d'}",0.001121383,22.93014693,0.018895308,0.002399866,1588113041.0,79.0,0.010888599,5.934010448255042,3815.0
1124,1124,1124,woven-sweep-130,1000.0,674,655,146,442,280,283,elu,adam,relu,56.0,8,0.0005,0.001076757,0.496903979,0.136482933,243.0,245.0,221.0,189.0,,0.002807158,0.003075436,149.0,148.0,"{'path': 'media/graph/graph_summary_990035e4.graph.json', 'size': 1409, '_type': 'graph-file', 'sha256': '990035e4c82fca4ddb86e05dc8aa61b8f94b6cd893bd774571227fefe98a40ed'}",-0.000153433,52.15700936,0.00556371,0.002960591,1588112996.0,98.0,0.005052972,5.2982619791777,3378.0
1125,1125,1125,hopeful-sweep-129,1000.0,117,630,208,77,299,314,selu,adam,relu,441.0,2,0.0005,0.000931039,0.276778812,0.160431329,189.0,103.0,231.0,74.0,,0.004478340999999999,0.004903461,908.0,907.0,"{'path': 'media/graph/graph_summary_c944e6bc.graph.json', 'size': 572, '_type': 'graph-file', 'sha256': 'c944e6bcd4554f30a0f6f0581d2ed99b5a182e3463f043ed2f56673d191a422f'}",9.56e-05,60.04334927,0.00657248,0.004382746,1588112923.0,857.0,0.005826588000000001,6.692040794854735,2242.0
1126,1126,1126,denim-sweep-127,1000.0,565,534,835,323,148,503,relu,adam,relu,996.0,5,0.0005,0.000928939,0.006066729,0.165836432,234.0,185.0,196.0,182.0,,0.002920093,0.001519801,78.0,77.0,"{'path': 'media/graph/graph_summary_af29aab5.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': 'af29aab53cffe845692da8582c33c6b7c080550faff4cea0cfee50425a2a8051'}",0.000198677,24.21243429,0.007258326,0.002721416,1588112785.0,27.0,0.005806562,5.40378848586804,3705.0
1127,1127,1127,efficient-sweep-126,1000.0,365,252,420,269,256,90,elu,nadam,relu,771.0,10,0.0005,0.00088343,0.448239718,0.066611623,69.0,79.0,127.0,240.0,,0.003457018,0.002683791,409.0,408.0,"{'path': 'media/graph/graph_summary_9ae2c96d.graph.json', 'size': 1682, '_type': 'graph-file', 'sha256': '9ae2c96d7da60b93ae17b487fa5eacaf14c603fa5edca9c3da516cce9b569309'}",0.001275405,46.52178431,0.004367313,0.002181613,1588112739.0,358.0,0.004009399,5.879641145512199,2167.0
1128,1128,1128,fragrant-sweep-122,1000.0,574,473,511,356,280,234,selu,adam,relu,230.0,4,0.0005,0.0007237119999999999,0.171708974,0.095665329,101.0,167.0,117.0,193.0,,0.003011081,0.00263067,269.0,268.0,"{'path': 'media/graph/graph_summary_a4e05760.graph.json', 'size': 853, '_type': 'graph-file', 'sha256': 'a4e0576026e6f63e625ff43320a381b5090b04a83f9a6ff8e80aff5ad24d86f4'}",0.000736526,41.04235983,0.006622854,0.002274555,1588112414.0,218.0,0.006291898000000001,5.487331774186796,3006.0
1129,1129,1129,quiet-sweep-225,1000.0,519,556,479,497,122,378,tanh,nadam,relu,364.0,8,0.0005,0.000884115,0.044226139000000005,0.136822253,170.0,250.0,85.0,151.0,,0.003894547,0.002792353,133.0,132.0,"{'path': 'media/graph/graph_summary_836642d2.graph.json', 'size': 1410, '_type': 'graph-file', 'sha256': '836642d27886be42df0e29a55707432e1d356fc06bb5d26a26bb5c62033301ad'}",0.000140872,35.75546074,0.010469081,0.003753675,1588111668.0,82.0,0.007001218000000001,6.240630577113182,3207.0
1130,1130,1130,breezy-sweep-237,1000.0,380,406,273,71,498,92,selu,nadam,relu,357.0,8,0.0005,0.000988425,0.110471947,0.141181864,65.0,121.0,162.0,238.0,,0.003448776,0.010856683,247.0,246.0,"{'path': 'media/graph/graph_summary_d518db1a.graph.json', 'size': 1404, '_type': 'graph-file', 'sha256': 'd518db1a73065ab939295ac36d99848e2d6d034e330f90786c0b45ffe911e728'}",0.000362027,47.64108181,0.015820441,0.00308675,1588111607.0,196.0,0.008692558000000001,5.87262803180995,2306.0
1131,1131,1131,zesty-sweep-240,1000.0,745,214,608,504,312,282,relu,rmsprop,relu,941.0,5,0.0005,0.000777303,0.287972281,0.160297578,90.0,253.0,133.0,165.0,,0.004489773,0.004761006,180.0,179.0,"{'path': 'media/graph/graph_summary_82876ae4.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': '82876ae4a89c6b1dc1034c83eaffffce6f5440a689d921d676485fe22fa33266'}",0.0015339289999999998,26.71255875,0.008586315,0.0029558440000000004,1588111534.0,129.0,0.007714686,6.700576840839899,3306.0
1132,1132,1132,pleasant-sweep-239,1000.0,195,173,833,291,162,298,relu,rmsprop,relu,130.0,5,0.0005,0.000818374,0.191470791,0.094587785,156.0,107.0,207.0,115.0,,0.004401049000000001,0.002198887,98.0,97.0,"{'path': 'media/graph/graph_summary_0d92bf86.graph.json', 'size': 991, '_type': 'graph-file', 'sha256': '0d92bf8635b21d48e07d3947383c76a4034e321cef35954774b7fe21467e256f'}",0.001810983,27.82371807,0.010713445,0.002590065,1588111476.0,47.0,0.007164634000000001,6.634040247089251,2537.0
1133,1133,1133,curious-sweep-237,1000.0,161,781,79,214,141,441,relu,rmsprop,relu,94.0,10,0.0005,0.000935741,0.452795161,0.113834442,160.0,109.0,104.0,171.0,,0.003554838,0.002095312,146.0,145.0,"{'path': 'media/graph/graph_summary_7705e27f.graph.json', 'size': 1684, '_type': 'graph-file', 'sha256': '7705e27f2f1134ad669a61798c9cb143954293af475c5e4d75d5774792ef4737'}",0.000732384,36.5061934,0.01197816,0.002822455,1588111334.0,95.0,0.009920432,5.962246221014358,2361.0
1134,1134,1134,astral-sweep-236,1000.0,603,908,853,130,346,249,selu,nadam,relu,526.0,6,0.0005,0.001033975,0.121657232,0.109968067,111.0,148.0,156.0,74.0,,0.004340824,0.005215707,138.0,137.0,"{'path': 'media/graph/graph_summary_7e2b1d03.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '7e2b1d03f0f01f3641faa68d3b18a84407bf71b610544095118d9efbb4a60922'}",0.00084669,25.53051281,0.012763252,0.0034941340000000003,1588111281.0,87.0,0.009201227,6.588492999161493,3578.0
1135,1135,1135,bumbling-sweep-231,1000.0,369,713,357,209,71,163,elu,adam,relu,458.0,5,0.0005,0.001045307,0.13270283900000002,0.106350371,242.0,234.0,213.0,248.0,,0.003497215,0.002407433,273.0,272.0,"{'path': 'media/graph/graph_summary_a90075a5.graph.json', 'size': 992, '_type': 'graph-file', 'sha256': 'a90075a5f732177c4379bdc29df2d53e4ab2e1091e74249a0e1a3aaa067bfba8'}",0.000796281,27.9322803,0.007691076,0.0027009340000000003,1588111037.0,222.0,0.007132052,5.913725560084776,2819.0
1136,1136,1136,dainty-sweep-229,1000.0,735,987,268,494,238,280,relu,rmsprop,relu,841.0,5,0.0005,0.000914178,0.461231297,0.098002792,84.0,65.0,165.0,221.0,,0.003874796,0.005125099,139.0,138.0,"{'path': 'media/graph/graph_summary_729d0d6f.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': '729d0d6f1659b457e1ae5841c4d9158da7437773caea767dd8c01e9616bba7fa'}",0.00037755,19.90829444,0.017355708,0.003497246,1588110909.0,88.0,0.011230964,6.224785940094647,3537.0
1137,1137,1137,radiant-sweep-222,1000.0,506,1022,804,451,183,430,tanh,nadam,relu,738.0,9,0.0005,0.000764182,0.192362903,0.12708428,214.0,250.0,252.0,197.0,,0.004079973,0.0032032,174.0,173.0,"{'path': 'media/graph/graph_summary_21499745.graph.json', 'size': 1550, '_type': 'graph-file', 'sha256': '214997450821879b8166820df8dc5fca3fd8c7e733c8a41923e02f619390bd1a'}",0.00040272,29.08366013,0.00824941,0.003677253,1588110531.0,123.0,0.006995711,6.387466633963735,4309.0
1138,1138,1138,rosy-sweep-219,1000.0,949,780,425,295,417,313,elu,adam,relu,101.0,4,0.0005,0.000920847,0.366216252,0.198456131,196.0,222.0,117.0,133.0,,0.003864095,0.003111218,127.0,126.0,"{'path': 'media/graph/graph_summary_868c43ae.graph.json', 'size': 853, '_type': 'graph-file', 'sha256': '868c43aee9285dc33e16b37b3bcb0f1893d2a379a38c4cfee12a62794de6e74b'}",0.000526848,29.15990233,0.005710745,0.003337246,1588110306.0,76.0,0.004744431,6.216184521070783,3847.0
1139,1139,1139,vital-sweep-218,1000.0,253,74,151,158,459,200,relu,adam,relu,781.0,9,0.0005,0.0008670389999999999,0.403420526,0.193893002,187.0,186.0,217.0,194.0,,0.004063638,0.003699005,85.0,84.0,"{'path': 'media/graph/graph_summary_419eafd1.graph.json', 'size': 1545, '_type': 'graph-file', 'sha256': '419eafd1200d3c89a9861b55f27fc298c29963a80359a8f465b6b5e613a7a791'}",-0.000228482,15.83688235,0.008679673,0.004292121,1588110256.0,34.0,0.007180124,6.374667050128971,2079.0
1140,1140,1140,iconic-sweep-217,1000.0,527,947,548,498,299,115,elu,nadam,relu,399.0,3,0.0005,0.0008459110000000001,0.194139015,0.16038882699999998,186.0,91.0,158.0,79.0,,0.003110248,0.00278575,581.0,580.0,"{'path': 'media/graph/graph_summary_93a79db6.graph.json', 'size': 713, '_type': 'graph-file', 'sha256': '93a79db6b58be40240d08c1dae547892c146efc269367e46945aedaf56fca8db'}",-0.000122471,45.53039837,0.005608813000000001,0.003232719,1588110218.0,530.0,0.005210726,5.576959745237542,3448.0
1141,1141,1141,mild-sweep-213,1000.0,562,799,435,78,250,369,selu,adam,relu,673.0,5,0.0005,0.0010691910000000002,0.062252434,0.195335008,69.0,154.0,113.0,117.0,,0.002989413,0.002901861,285.0,284.0,"{'path': 'media/graph/graph_summary_f919a18d.graph.json', 'size': 990, '_type': 'graph-file', 'sha256': 'f919a18da8018a30501d9153c67637bc2fd106aaf7243a5ea4eaa80201da9d1a'}",0.000111464,31.82122302,0.0058343480000000005,0.0028779490000000003,1588109891.0,234.0,0.005305280999999999,5.467552468884043,2946.0
1142,1142,1142,silvery-sweep-212,1000.0,585,933,723,452,469,430,selu,rmsprop,relu,143.0,5,0.0005,0.0007683589999999999,0.249627381,0.058781552,195.0,242.0,249.0,92.0,,0.004327022,0.0029544690000000004,206.0,205.0,"{'path': 'media/graph/graph_summary_d2ac6a10.graph.json', 'size': 993, '_type': 'graph-file', 'sha256': 'd2ac6a10af73bade96b1119f9fe6dd5f5205c6000673b5b78861462599f2e996'}",0.0015303970000000002,40.30096316,0.013086306,0.002796625,1588109837.0,155.0,0.005981362,6.578010337480475,4370.0
1143,1143,1143,deft-sweep-210,1000.0,528,272,580,152,315,387,elu,nadam,relu,520.0,9,0.0005,0.00090435,0.29945425800000003,0.072144859,117.0,209.0,96.0,246.0,,0.003730942,0.002644332,293.0,292.0,"{'path': 'media/graph/graph_summary_baf85542.graph.json', 'size': 1549, '_type': 'graph-file', 'sha256': 'baf8554216319833dbe30e5484425a05b0f99288bf45332cb473354f97416c84'}",0.00025882,34.25285339,0.007084753,0.003472121,1588109737.0,242.0,0.005821261,6.108143744215586,2902.0
1144,1144,1144,sandy-sweep-204,1000.0,648,988,767,433,246,139,tanh,sgd,relu,100.0,9,0.0005,0.000755532,0.09954652,0.060392006,172.0,139.0,157.0,71.0,,0.003779911,0.00363621,1000.0,999.0,"{'path': 'media/graph/graph_summary_9a007ab4.graph.json', 'size': 1550, '_type': 'graph-file', 'sha256': '9a007ab4a46a9e7af84dbb558f12fc79b261a217dbe4f8c1ae2e0adbab23e89a'}",0.000341817,219.7114329,0.007340614,0.003438095,1588109359.0,990.0,0.007170996999999998,6.148098079894302,3760.0
1145,1145,1145,generous-sweep-203,1000.0,865,599,515,287,75,114,tanh,nadam,relu,375.0,8,0.0005,0.001002715,0.245606959,0.114489257,212.0,243.0,190.0,204.0,,0.003357399,0.002467087,145.0,144.0,"{'path': 'media/graph/graph_summary_3136d871.graph.json', 'size': 1408, '_type': 'graph-file', 'sha256': '3136d8717088d9cd272a07b0d2e30fae44afe69d04e381a937996e14ae0506d8'}",9.89e-05,31.03653455,0.012301721000000002,0.003258522,1588109118.0,94.0,0.008550106,5.794306688465842,3304.0
1146,1146,1146,comic-sweep-202,1000.0,322,679,233,497,187,165,elu,nadam,relu,164.0,6,0.0005,0.000934877,0.095004109,0.174773575,237.0,142.0,189.0,93.0,,0.003000515,0.027314995,151.0,150.0,"{'path': 'media/graph/graph_summary_9dba8d6f.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '9dba8d6fc479ece455acafa81e22006cb2eb1225063d4438260bfa24b4c3337b'}",8.840000000000001e-05,32.81626081,0.033161428,0.002912071,1588109067.0,100.0,0.004985142,5.477695683405568,2744.0
1147,1147,1147,balmy-sweep-200,1000.0,304,71,157,88,380,369,elu,rmsprop,relu,417.0,7,0.0005,0.0008583789999999999,0.386203924,0.129524177,76.0,102.0,108.0,195.0,,0.003506898,0.003184283,383.0,382.0,"{'path': 'media/graph/graph_summary_522a228a.graph.json', 'size': 1267, '_type': 'graph-file', 'sha256': '522a228ae02981b0b282344a5295018a4d6de28dfebd4b4f11cd545e7adc58b5'}",0.000311138,37.42673397,0.007501122,0.00319576,1588108957.0,332.0,0.006610053,5.921906787513629,1850.0
1148,1148,1148,legendary-sweep-194,1000.0,242,868,728,440,268,385,elu,adam,relu,972.0,6,0.0005,0.000873755,0.290301262,0.163610766,70.0,176.0,232.0,153.0,,0.003062255,0.003568449000000001,412.0,411.0,"{'path': 'media/graph/graph_summary_45db743b.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '45db743b9fc0e85004b3b074222090d3e982708945509fb78c341c19483343f2'}",-0.000264244,42.14592075,0.006861554000000001,0.003326498,1588108539.0,361.0,0.006329296999999999,5.533764541431086,3562.0
1149,1149,1149,stellar-sweep-193,1000.0,446,443,362,215,489,211,tanh,adam,relu,821.0,8,0.0005,0.0008170230000000001,0.361548689,0.161590643,90.0,87.0,144.0,251.0,,0.002713673,0.002895702,431.0,430.0,"{'path': 'media/graph/graph_summary_125c8c23.graph.json', 'size': 1409, '_type': 'graph-file', 'sha256': '125c8c2377064324588279149a1b012387bd5597e51f1039e8396b209d5dff8d'}",-6.06e-06,38.09863472,0.007421679,0.00271973,1588108478.0,380.0,0.005440476,5.209292658317442,2738.0
1150,1150,1150,wobbly-sweep-192,1000.0,165,659,295,79,192,273,elu,adam,relu,45.0,6,0.0005,0.000814457,0.245729314,0.07143426900000001,202.0,92.0,157.0,161.0,,0.003902041,0.0029159090000000004,112.0,111.0,"{'path': 'media/graph/graph_summary_4b1a79cd.graph.json', 'size': 1129, '_type': 'graph-file', 'sha256': '4b1a79cdef6c401bae84a36260a2ad1afd753a01b6ba4d5a31446a607c86c590'}",0.000612393,42.56830192,0.006112207,0.003289647,1588108420.0,61.0,0.004843128,6.246631892468132,2275.0
1151,1151,1151,ancient-sweep-187,1000.0,334,260,791,381,227,99,elu,rmsprop,relu,560.0,4,0.0005,0.000912835,0.483750947,0.145307175,173.0,129.0,203.0,191.0,,0.004391302,0.00456849,307.0,306.0,"{'path': 'media/graph/graph_summary_60e6de7d.graph.json', 'size': 852, '_type': 'graph-file', 'sha256': '60e6de7d906e2a3607ee40bf1ec9438bdaffabe758357d1ef2b311e9b4c9ce67'}",0.000403996,27.0137012,0.007287941,0.003987306,1588108190.0,256.0,0.006213387,6.6266899731313815,2788.0
1152,1152,1152,fresh-sweep-186,1000.0,642,372,330,435,102,152,relu,nadam,relu,66.0,4,0.0005,0.0007514210000000001,0.004705635,0.174669552,187.0,195.0,96.0,89.0,,0.003437085,0.001240498,62.0,61.0,"{'path': 'media/graph/graph_summary_fb3063ff.graph.json', 'size': 853, '_type': 'graph-file', 'sha256': 'fb3063ffd8152c63e576a99829184bc4ea4328e414dddf6f8ef7b4a8041049f8'}",0.000550845,23.86857724,0.007863926,0.00288624,1588108145.0,11.0,0.006031147,5.862665775907748,2600.0
1153,1153,1153,dauntless-sweep-180,1000.0,965,568,854,376,505,429,selu,sgd,relu,332.0,3,0.0005,0.001056035,0.109417665,0.181378228,75.0,103.0,175.0,165.0,,0.004216873,0.004966073,1000.0,999.0,"{'path': 'media/graph/graph_summary_282ba636.graph.json', 'size': 713, '_type': 'graph-file', 'sha256': '282ba6361ea77d115a5b8297e7fab475c814133626893928f36c06632e0c51ab'}",5.01e-05,81.51588678,0.005919011,0.00416678,1588107786.0,984.0,0.005896141999999999,6.493745452356444,4215.0
1154,1154,1154,ethereal-sweep-178,1000.0,376,195,954,75,179,123,relu,rmsprop,relu,924.0,8,0.0005,0.001094315,0.48135849,0.106102093,158.0,150.0,228.0,189.0,,0.004291816,0.004677458,169.0,168.0,"{'path': 'media/graph/graph_summary_edde6ad7.graph.json', 'size': 1407, '_type': 'graph-file', 'sha256': 'edde6ad7e014ec02da5b5e1e00fcc9c5286f573bea2b757932795310af66cf55'}",0.000581386,21.539639,0.010893727,0.00371043,1588107633.0,118.0,0.010290888,6.55119531078108,2627.0
1155,1155,1155,swept-sweep-171,1000.0,331,294,485,165,336,321,relu,nadam,relu,766.0,6,0.0005,0.0008955219999999998,0.362452718,0.117948221,249.0,202.0,242.0,208.0,,0.00439923,0.004286407,97.0,96.0,"{'path': 'media/graph/graph_summary_c3be098b.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': 'c3be098b896af27aca45ee1610f0fd29416b4f760c23965b5e57fb4594140322'}",0.000706398,19.308155300000006,0.01528789,0.003692832,1588107217.0,46.0,0.009733512,6.632669145977356,2833.0
1156,1156,1156,curious-sweep-170,1000.0,702,592,373,314,230,310,relu,adam,relu,974.0,6,0.0005,0.000991051,0.334007906,0.095861177,214.0,116.0,188.0,81.0,,0.003729295,0.002033564,104.0,103.0,"{'path': 'media/graph/graph_summary_0e0ecf9b.graph.json', 'size': 1132, '_type': 'graph-file', 'sha256': '0e0ecf9b09ae4ebf016d95ec8418e088d292b84df8f7ee323b8f1e0ae083bfea'}",0.001078777,17.8955009,0.010203302,0.002650518,1588107179.0,53.0,0.008246328,6.10679539529531,3120.0
1157,1157,1157,soft-sweep-169,1000.0,276,751,721,183,147,494,relu,rmsprop,relu,290.0,1,0.0005,0.000962126,0.358241886,0.192307484,90.0,232.0,111.0,114.0,,0.003875403,0.004283628,117.0,116.0,"{'path': 'media/graph/graph_summary_d4b0ee42.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': 'd4b0ee426b854b0da32d867a5d12afc3193239d14a0b5eb9b3b9d8c3e7d9b2d8'}",0.000286118,17.79312181,0.005673737,0.003589286,1588107142.0,66.0,0.005378519,6.225273487968219,3119.0
1158,1158,1158,fluent-sweep-168,1000.0,970,426,950,450,277,462,tanh,nadam,relu,149.0,9,0.0005,0.00098606,0.166965916,0.147743478,233.0,121.0,212.0,72.0,,0.003996428,0.003224774,87.0,86.0,"{'path': 'media/graph/graph_summary_6bf9f67f.graph.json', 'size': 1552, '_type': 'graph-file', 'sha256': '6bf9f67fd68ff24f4ba890ac639261f4b6c8fd8b84782b92b1074d6c7d9e8a95'}",-0.000101419,30.6669631,0.010852941,0.004097847,1588107102.0,36.0,0.006355426999999999,6.32173077566579,4173.0
1159,1159,1159,sparkling-sweep-167,1000.0,559,198,260,264,199,131,relu,nadam,relu,958.0,4,0.0005,0.00088068,0.132209914,0.078638803,127.0,139.0,122.0,191.0,,0.003795178,0.001931245,131.0,130.0,"{'path': 'media/graph/graph_summary_cc59b773.graph.json', 'size': 852, '_type': 'graph-file', 'sha256': 'cc59b7734ef2c9fd07ee0cb46858081f0fac08280d26c03aa17f8f8843c8a491'}",0.001422709,18.11176157,0.007417766,0.00237247,1588107053.0,80.0,0.006576585,6.160501602954097,2190.0
1160,1160,1160,likely-sweep-166,1000.0,299,463,857,313,404,208,relu,rmsprop,relu,669.0,8,0.0005,0.000738805,0.182581612,0.11602216,141.0,168.0,150.0,68.0,,0.004206156,0.003815037,141.0,140.0,"{'path': 'media/graph/graph_summary_602c9b2a.graph.json', 'size': 1411, '_type': 'graph-file', 'sha256': '602c9b2a0b91e3cf57f9f54c8ad25faff00a2c53cb5354c298e5d547141e73be'}",0.000103268,22.3444171,0.012855672,0.004102889,1588107015.0,90.0,0.011176875,6.48548841645716,3071.0
1161,1161,1161,elated-sweep-164,1000.0,599,787,436,179,134,235,elu,nadam,relu,597.0,7,0.0005,0.000757855,0.111379825,0.128485616,176.0,176.0,224.0,91.0,,0.003583749,0.00259261,204.0,203.0,"{'path': 'media/graph/graph_summary_46d116cc.graph.json', 'size': 1270, '_type': 'graph-file', 'sha256': '46d116cc797c4ab960198ff0b026d29613f85f6a54b610e2e5caf9ad2d39640f'}",0.000664483,30.05805039,0.008848756,0.002919267,1588106876.0,153.0,0.0060292340000000005,5.98644218213122,3037.0
1162,1162,1162,atomic-sweep-161,1000.0,477,288,575,79,204,115,elu,nadam,relu,669.0,6,0.0005,0.000952155,0.475787974,0.114126906,118.0,221.0,115.0,231.0,,0.003845948,0.003023608,260.0,259.0,"{'path': 'media/graph/graph_summary_77c139db.graph.json', 'size': 1130, '_type': 'graph-file', 'sha256': '77c139db5637b51b9d7a2e88fee049e40453805c0ba54da1808843b96bc39c2f'}",0.000851218,28.08676457,0.009193988,0.00299473,1588106679.0,209.0,0.007613354,6.201570768764959,2423.0
1163,1163,1163,fresh-sweep-160,1000.0,431,624,858,111,490,381,selu,nadam,relu,128.0,9,0.0005,0.000765917,0.410994563,0.14622837800000002,213.0,112.0,162.0,75.0,,0.004493211,0.010091621,188.0,187.0,"{'path': 'media/graph/graph_summary_546aa15f.graph.json', 'size': 1549, '_type': 'graph-file', 'sha256': '546aa15f3b2afd46bcced1234856c0dcb7e8157873857b71c6ac505c06dbd254'}",0.001264893,51.3395319,0.020461312,0.003228318,1588106629.0,137.0,0.006024596,6.703141800678246,3457.0
1164,1164,1164,misunderstood-sweep-159,1000.0,350,879,746,347,165,139,relu,adam,relu,609.0,1,0.0005,0.00090341,0.038112322,0.099612776,204.0,153.0,215.0,173.0,,0.002745468,0.002268258,117.0,116.0,"{'path': 'media/graph/graph_summary_4ac4f5ae.graph.json', 'size': 573, '_type': 'graph-file', 'sha256': '4ac4f5aedeb5d4835ff357b1d3c5b24d860837020191cdc4b7d947c326fd9a64'}",-5.7e-05,17.20823121,0.008731852,0.0028025040000000004,1588106558.0,66.0,0.00856431,5.239721366637734,3371.0
1165,1165,1165,vivid-sweep-153,1000.0,606,270,497,304,111,509,tanh,nadam,relu,454.0,10,0.0005,0.001078923,0.25523649800000003,0.071310663,237.0,181.0,148.0,77.0,,0.003193903,0.00285193,215.0,214.0,"{'path': 'media/graph/graph_summary_5734428f.graph.json', 'size': 1689, '_type': 'graph-file', 'sha256': '5734428f84a360cd089f6301895b232e4dfe975ef1f9caf687f58c4ef37e10dc'}",3.2e-05,37.19312906,0.008652269,0.003161926,1588106259.0,164.0,0.007301905999999999,5.65146264253777,2940.0
1166,1166,1166,bright-sweep-149,1000.0,133,401,220,234,453,502,relu,rmsprop,relu,51.0,5,0.0005,0.0007419260000000001,0.412924477,0.066127582,85.0,199.0,155.0,245.0,,0.004478891,0.002110994,166.0,165.0,"{'path': 'media/graph/graph_summary_83ee8374.graph.json', 'size': 989, '_type': 'graph-file', 'sha256': '83ee837468b636c8abe7b2b21400121a0327569595bf940b6bc31476b27531f4'}",0.001161393,47.81147003,0.013063888,0.003317499,1588106014.0,115.0,0.010478312,6.692451718167266,2627.0
1167,1167,1167,sweepy-sweep-148,1000.0,936,767,788,266,349,401,elu,nadam,relu,614.0,10,0.0005,0.00076934,0.08443610000000001,0.06452592900000001,126.0,215.0,219.0,224.0,,0.004225820999999999,0.002570024,141.0,140.0,"{'path': 'media/graph/graph_summary_383741ec.graph.json', 'size': 1689, '_type': 'graph-file', 'sha256': '383741ec5d94efaf6099c676f2b8060fbee4bbb1b633aafa64e1e843900edf2b'}",0.0003677380000000001,29.04857421,0.009147647,0.003858084,1588105941.0,90.0,0.006137452,6.500631507784455,4291.0
1168,1168,1168,restful-sweep-147,1000.0,818,262,210,332,387,351,tanh,adam,relu,432.0,7,0.0005,0.000906191,0.028103213,0.103709196,242.0,252.0,95.0,225.0,,0.003496777,0.002809665,258.0,257.0,"{'path': 'media/graph/graph_summary_352d9411.graph.json', 'size': 1271, '_type': 'graph-file', 'sha256': '352d9411d61e6582438d5e57afafe89e0155c0c8c7f6f8e49ad58ff8d6cd465a'}",0.000314794,28.67782378,0.00699889,0.003181983,1588105894.0,207.0,0.005990609,5.913355223559633,3174.0
1169,1169,1169,lucky-sweep-145,1000.0,889,905,395,222,305,444,relu,adam,relu,625.0,10,0.0005,0.001053989,0.490666604,0.06741891400000001,89.0,136.0,147.0,213.0,,0.0042572090000000005,0.00234309,74.0,73.0,"{'path': 'media/graph/graph_summary_7e9c8b98.graph.json', 'size': 1687, '_type': 'graph-file', 'sha256': '7e9c8b98f3b20629b9313305ec17eb7ec4e69c5ae4a360ec1d2ae1414075a373'}",0.00082256,23.12049532,0.015968679,0.003434648,1588105805.0,23.0,0.008387582,6.524729113150983,3745.0
1170,1170,1170,vague-sweep-142,1000.0,536,115,129,68,161,181,sigmoid,nadam,relu,71.0,6,0.0005,0.000972514,0.431510133,0.171774518,124.0,186.0,198.0,145.0,,0.002282253,0.00243311,661.0,660.0,"{'path': 'media/graph/graph_summary_4fe88d7e.graph.json', 'size': 1127, '_type': 'graph-file', 'sha256': '4fe88d7e8c20aecdd39d9d8485d84258dd847c4c53bab30b6260778ffd32df4b'}",-4.17e-05,160.34256100000005,0.00433513,0.002323933,1588105604.0,610.0,0.00416365,4.777293166637358,1843.0
